step,lr,influence_raw,influence_lr_normalized
1978,2.96850000e-04,5.53034905e-07,1.86301130e-03
1979,2.97000000e-04,9.88976664e-07,3.32988776e-03
1980,2.97150000e-04,7.38001181e-07,2.48359812e-03
1981,2.97300000e-04,-7.78647838e-07,-2.61906437e-03
1982,2.97450000e-04,-1.44670684e-07,-4.86369757e-04
1983,2.97600000e-04,-2.37703377e-07,-7.98734466e-04
1984,2.97750000e-04,-5.78410351e-07,-1.94260403e-03
1985,2.97900000e-04,2.86978969e-07,9.63339942e-04
1986,2.98050000e-04,-1.77271836e-07,-5.94772140e-04
1987,2.98200000e-04,-7.98387241e-08,-2.67735493e-04
1988,2.98350000e-04,1.04526552e-06,3.50348757e-03
1989,2.98500000e-04,3.55156118e-07,1.18980274e-03
1990,2.98650000e-04,1.02863750e-07,3.44429099e-04
1991,2.98800000e-04,9.08852653e-07,3.04167554e-03
1992,2.98950000e-04,2.44614451e-07,8.18245363e-04
1993,2.99100000e-04,5.39814931e-07,1.80479750e-03
1994,2.99250000e-04,6.94912865e-08,2.32218167e-04
1995,2.99400000e-04,4.99558878e-07,1.66853333e-03
1996,2.99550000e-04,3.49755925e-07,1.16760449e-03
1997,2.99700000e-04,4.41184202e-07,1.47208609e-03
1998,2.99850000e-04,3.99599726e-07,1.33266542e-03
1999,3.00000000e-04,-1.19982309e-06,-3.99941028e-03
2000,3.00000000e-04,2.69394461e-07,8.97981538e-04
2001,2.99962500e-04,5.45107769e-07,1.81725305e-03
2002,2.99925000e-04,2.58716426e-09,8.62603738e-06
2003,2.99887500e-04,4.40689302e-07,1.46951541e-03
2004,2.99850000e-04,2.18652948e-07,7.29207765e-04
2005,2.99812500e-04,7.67410315e-07,2.55963415e-03
2006,2.99775000e-04,1.33075989e-07,4.43919571e-04
2007,2.99737500e-04,-1.05756117e-06,-3.52829116e-03
2008,2.99700000e-04,-5.72089386e-07,-1.90887349e-03
2009,2.99662500e-04,-2.97686015e-07,-9.93404295e-04
2010,2.99625000e-04,-9.60424368e-07,-3.20542134e-03
2011,2.99587500e-04,-1.23402918e-06,-4.11909434e-03
2012,2.99550000e-04,-4.98345464e-07,-1.66364702e-03
2013,2.99512500e-04,7.45162662e-07,2.48791841e-03
2014,2.99475000e-04,8.54742739e-07,2.85413720e-03
2015,2.99437500e-04,-7.89421023e-07,-2.63634656e-03
2016,2.99400000e-04,4.26332504e-07,1.42395626e-03
2017,2.99362500e-04,-8.65571433e-07,-2.89138230e-03
2018,2.99325000e-04,-8.47156074e-07,-2.83022158e-03
2019,2.99287500e-04,7.02361199e-07,2.34677759e-03
2020,2.99250000e-04,7.35880253e-07,2.45908188e-03
2021,2.99212500e-04,1.71961187e-07,5.74712576e-04
2022,2.99175000e-04,4.06845777e-07,1.35989229e-03
2023,2.99137500e-04,-4.03341480e-07,-1.34834810e-03
2024,2.99100000e-04,-4.57006979e-08,-1.52794042e-04
2025,2.99062500e-04,-7.43900250e-07,-2.48744075e-03
2026,2.99025000e-04,-1.39976087e-07,-4.68108308e-04
2027,2.98987500e-04,2.02653698e-07,6.77799902e-04
2028,2.98950000e-04,3.68393863e-07,1.23229257e-03
2029,2.98912500e-04,1.21790935e-06,4.07446778e-03
2030,2.98875000e-04,-7.28246754e-07,-2.43662653e-03
2031,2.98837500e-04,-7.89037502e-08,-2.64035639e-04
2032,2.98800000e-04,-3.50668159e-07,-1.17358821e-03
2033,2.98762500e-04,-3.63924640e-07,-1.21810682e-03
2034,2.98725000e-04,-2.78946924e-07,-9.33791695e-04
2035,2.98687500e-04,1.19400777e-06,3.99751503e-03
2036,2.98650000e-04,3.66043860e-07,1.22566168e-03
2037,2.98612500e-04,-2.00464437e-07,-6.71319645e-04
2038,2.98575000e-04,-4.06224387e-08,-1.36054387e-04
2039,2.98537500e-04,1.94498837e-07,6.51505548e-04
2040,2.98500000e-04,6.00059575e-07,2.01024983e-03
2041,2.98462500e-04,5.80709200e-07,1.94566889e-03
2042,2.98425000e-04,5.07069336e-07,1.69915167e-03
2043,2.98387500e-04,8.30043243e-07,2.78176279e-03
2044,2.98350000e-04,-2.11380218e-07,-7.08497463e-04
2045,2.98312500e-04,-1.72937033e-07,-5.79717688e-04
2046,2.98275000e-04,-2.13994507e-07,-7.17440307e-04
2047,2.98237500e-04,-3.88222473e-07,-1.30172253e-03
2048,2.98200000e-04,-5.46486644e-07,-1.83261786e-03
2049,2.98162500e-04,-6.29512176e-07,-2.11130567e-03
2050,2.98125000e-04,-1.00667623e-06,-3.37669176e-03
2051,2.98087500e-04,9.89061428e-08,3.31802383e-04
2052,2.98050000e-04,1.23519150e-08,4.14424259e-05
2053,2.98012500e-04,4.91391209e-07,1.64889462e-03
2054,2.97975000e-04,6.27780379e-08,2.10682231e-04
2055,2.97937500e-04,-2.92598366e-07,-9.82079686e-04
2056,2.97900000e-04,9.34174089e-08,3.13586468e-04
2057,2.97862500e-04,-8.96546499e-08,-3.00993411e-04
2058,2.97825000e-04,-2.85715866e-07,-9.59341444e-04
2059,2.97787500e-04,-8.88503218e-07,-2.98368205e-03
2060,2.97750000e-04,-4.76930770e-07,-1.60178260e-03
2061,2.97712500e-04,-4.37967086e-07,-1.47110748e-03
2062,2.97675000e-04,1.02744006e-06,3.45154970e-03
2063,2.97637500e-04,-6.25759927e-07,-2.10242300e-03
2064,2.97600000e-04,-2.68992846e-07,-9.03873810e-04
2065,2.97562500e-04,8.19923643e-07,2.75546698e-03
2066,2.97525000e-04,4.68529599e-07,1.57475708e-03
2067,2.97487500e-04,-2.54647824e-07,-8.55995037e-04
2068,2.97450000e-04,2.28546050e-07,7.68351152e-04
2069,2.97412500e-04,-8.07590338e-07,-2.71538801e-03
2070,2.97375000e-04,-1.27690747e-07,-4.29393012e-04
2071,2.97337500e-04,5.76019026e-07,1.93725657e-03
2072,2.97300000e-04,-1.82597404e-08,-6.14185684e-05
2073,2.97262500e-04,-1.07503354e-06,-3.61644519e-03
2074,2.97225000e-04,2.62690913e-07,8.83811633e-04
2075,2.97187500e-04,6.26962233e-08,2.10965210e-04
2076,2.97150000e-04,-1.59740717e-07,-5.37576028e-04
2077,2.97112500e-04,-8.96418067e-07,-3.01709981e-03
2078,2.97075000e-04,-2.27260331e-07,-7.64993118e-04
2079,2.97037500e-04,9.30929103e-07,3.13404571e-03
2080,2.97000000e-04,4.17767198e-07,1.40662356e-03
2081,2.96962500e-04,1.60848099e-06,5.41644480e-03
2082,2.96925000e-04,-3.05007855e-07,-1.02722188e-03
2083,2.96887500e-04,-4.94904601e-07,-1.66697689e-03
2084,2.96850000e-04,3.02475818e-07,1.01895172e-03
2085,2.96812500e-04,-6.27225115e-07,-2.11320317e-03
2086,2.96775000e-04,-1.10617847e-07,-3.72733038e-04
2087,2.96737500e-04,1.63675359e-07,5.51582997e-04
2088,2.96700000e-04,-1.54808585e-06,-5.21768065e-03
2089,2.96662500e-04,3.08893552e-07,1.04122884e-03
2090,2.96625000e-04,-3.46730047e-07,-1.16891714e-03
2091,2.96587500e-04,-3.06457881e-07,-1.03327983e-03
2092,2.96550000e-04,-1.06057121e-07,-3.57636557e-04
2093,2.96512500e-04,5.60478018e-07,1.89023403e-03
2094,2.96475000e-04,4.24262996e-07,1.43102453e-03
2095,2.96437500e-04,-2.68117542e-07,-9.04465671e-04
2096,2.96400000e-04,-3.98512459e-07,-1.34450897e-03
2097,2.96362500e-04,-8.96108503e-08,-3.02369059e-04
2098,2.96325000e-04,-1.81087711e-07,-6.11111823e-04
2099,2.96287500e-04,1.51106855e-07,5.10000776e-04
2100,2.96250000e-04,5.44355842e-07,1.83748807e-03
2101,2.96212500e-04,6.49018563e-08,2.19105731e-04
2102,2.96175000e-04,1.89296367e-07,6.39136885e-04
2103,2.96137500e-04,1.81152470e-07,6.11717428e-04
2104,2.96100000e-04,-7.65993970e-08,-2.58694350e-04
2105,2.96062500e-04,-1.04144936e-07,-3.51766726e-04
2106,2.96025000e-04,2.36339810e-08,7.98377873e-05
2107,2.95987500e-04,-4.09646992e-07,-1.38400099e-03
2108,2.95950000e-04,2.00218325e-07,6.76527537e-04
2109,2.95912500e-04,9.37536239e-07,3.16828873e-03
2110,2.95875000e-04,-5.67002693e-07,-1.91635891e-03
2111,2.95837500e-04,1.50496634e-07,5.08713851e-04
2112,2.95800000e-04,2.99031030e-07,1.01092302e-03
2113,2.95762500e-04,-3.69979370e-07,-1.25093401e-03
2114,2.95725000e-04,-5.70283815e-07,-1.92842612e-03
2115,2.95687500e-04,1.24656802e-06,4.21582927e-03
2116,2.95650000e-04,1.04452734e-06,3.53298608e-03
2117,2.95612500e-04,3.90163799e-07,1.31984879e-03
2118,2.95575000e-04,2.49075295e-07,8.42680523e-04
2119,2.95537500e-04,-1.21717755e-06,-4.11852150e-03
2120,2.95500000e-04,-7.37672332e-07,-2.49635307e-03
2121,2.95462500e-04,-1.48446551e-06,-5.02420954e-03
2122,2.95425000e-04,-6.20569617e-07,-2.10059953e-03
2123,2.95387500e-04,-9.30016895e-08,-3.14846395e-04
2124,2.95350000e-04,-1.78102777e-07,-6.03022776e-04
2125,2.95312500e-04,-6.71304573e-07,-2.27320067e-03
2126,2.95275000e-04,2.18994356e-07,7.41662369e-04
2127,2.95237500e-04,-8.45968552e-07,-2.86538313e-03
2128,2.95200000e-04,-1.35022112e-06,-4.57391979e-03
2129,2.95162500e-04,-1.49494568e-07,-5.06482252e-04
2130,2.95125000e-04,1.00750634e-06,3.41382920e-03
2131,2.95087500e-04,9.21480492e-09,3.12273645e-05
2132,2.95050000e-04,6.15868050e-07,2.08733452e-03
2133,2.95012500e-04,-4.09012174e-07,-1.38642320e-03
2134,2.94975000e-04,-8.68420486e-07,-2.94404775e-03
2135,2.94937500e-04,-7.59121207e-07,-2.57383753e-03
2136,2.94900000e-04,1.10395734e-06,3.74349726e-03
2137,2.94862500e-04,-7.18759638e-08,-2.43760952e-04
2138,2.94825000e-04,5.49994418e-07,1.86549451e-03
2139,2.94787500e-04,-2.77018931e-07,-9.39724145e-04
2140,2.94750000e-04,-4.71335139e-07,-1.59910140e-03
2141,2.94712500e-04,3.52507628e-07,1.19610681e-03
2142,2.94675000e-04,-4.00714537e-08,-1.35985251e-04
2143,2.94637500e-04,-4.94758668e-07,-1.67921146e-03
2144,2.94600000e-04,2.95001431e-07,1.00136263e-03
2145,2.94562500e-04,4.31410255e-07,1.46457969e-03
2146,2.94525000e-04,1.37930053e-06,4.68313566e-03
2147,2.94487500e-04,-4.32228545e-07,-1.46773138e-03
2148,2.94450000e-04,2.32588404e-07,7.89907976e-04
2149,2.94412500e-04,3.62452051e-07,1.23110279e-03
2150,2.94375000e-04,9.36863191e-08,3.18255012e-04
2151,2.94337500e-04,5.53581518e-07,1.88077128e-03
2152,2.94300000e-04,1.56089135e-07,5.30374228e-04
2153,2.94262500e-04,1.17221434e-07,3.98356686e-04
2154,2.94225000e-04,1.73035661e-06,5.88106588e-03
2155,2.94187500e-04,-4.82800095e-07,-1.64113055e-03
2156,2.94150000e-04,-2.58949131e-07,-8.80330211e-04
2157,2.94112500e-04,5.51340491e-07,1.87459047e-03
2158,2.94075000e-04,-1.42966742e-07,-4.86157417e-04
2159,2.94037500e-04,9.43895149e-08,3.21011826e-04
2160,2.94000000e-04,-5.13188505e-07,-1.74553913e-03
2161,2.93962500e-04,7.01241598e-08,2.38547977e-04
2162,2.93925000e-04,-1.61874121e-07,-5.50732742e-04
2163,2.93887500e-04,-1.50185871e-07,-5.11031843e-04
2164,2.93850000e-04,-1.02542285e-07,-3.48961325e-04
2165,2.93812500e-04,7.34423100e-08,2.49963191e-04
2166,2.93775000e-04,-3.04452765e-08,-1.03634675e-04
2167,2.93737500e-04,7.85998042e-07,2.67585188e-03
2168,2.93700000e-04,6.59862263e-08,2.24672204e-04
2169,2.93662500e-04,1.19068894e-07,4.05461691e-04
2170,2.93625000e-04,1.17994196e-06,4.01853370e-03
2171,2.93587500e-04,-1.66874512e-07,-5.68397879e-04
2172,2.93550000e-04,-1.06952351e-06,-3.64341172e-03
2173,2.93512500e-04,-8.62158519e-07,-2.93738263e-03
2174,2.93475000e-04,-3.45988536e-07,-1.17893700e-03
2175,2.93437500e-04,-8.85651237e-07,-3.01819378e-03
2176,2.93400000e-04,-8.55727170e-07,-2.91658885e-03
2177,2.93362500e-04,2.08416758e-07,7.10441033e-04
2178,2.93325000e-04,-1.00977161e-07,-3.44250101e-04
2179,2.93287500e-04,6.11355990e-07,2.08449385e-03
2180,2.93250000e-04,-7.75406356e-07,-2.64418195e-03
2181,2.93212500e-04,-3.60184740e-07,-1.22840854e-03
2182,2.93175000e-04,6.36715453e-07,2.17179314e-03
2183,2.93137500e-04,7.05824384e-07,2.40782699e-03
2184,2.93100000e-04,-2.93760823e-07,-1.00225460e-03
2185,2.93062500e-04,-1.94417094e-07,-6.63398060e-04
2186,2.93025000e-04,6.94825264e-07,2.37121496e-03
2187,2.92987500e-04,-6.04765238e-08,-2.06413324e-04
2188,2.92950000e-04,2.25094746e-07,7.68372577e-04
2189,2.92912500e-04,-1.01230641e-06,-3.45600278e-03
2190,2.92875000e-04,-6.91251712e-07,-2.36022778e-03
2191,2.92837500e-04,-9.62113011e-07,-3.28548431e-03
2192,2.92800000e-04,-1.00136845e-06,-3.41997420e-03
2193,2.92762500e-04,1.40749766e-07,4.80764325e-04
2194,2.92725000e-04,3.27417773e-07,1.11851660e-03
2195,2.92687500e-04,8.44154485e-07,2.88414943e-03
2196,2.92650000e-04,-2.71300316e-07,-9.27047038e-04
2197,2.92612500e-04,9.61721694e-07,3.28667331e-03
2198,2.92575000e-04,1.84908679e-07,6.32004370e-04
2199,2.92537500e-04,6.58000214e-08,2.24928501e-04
2200,2.92500000e-04,-1.68775391e-07,-5.77009884e-04
2201,2.92462500e-04,-7.97947337e-07,-2.72837487e-03
2202,2.92425000e-04,-8.80469102e-07,-3.01092281e-03
2203,2.92387500e-04,2.48666353e-07,8.50468482e-04
2204,2.92350000e-04,8.65193696e-07,2.95944483e-03
2205,2.92312500e-04,6.02032141e-07,2.05954977e-03
2206,2.92275000e-04,-4.78962092e-08,-1.63873781e-04
2207,2.92237500e-04,9.19391866e-07,3.14604343e-03
2208,2.92200000e-04,-4.36370081e-07,-1.49339521e-03
2209,2.92162500e-04,-3.33619361e-07,-1.14189659e-03
2210,2.92125000e-04,-1.06791937e-06,-3.65569319e-03
2211,2.92087500e-04,-8.78327092e-07,-3.00706840e-03
2212,2.92050000e-04,-6.59006120e-07,-2.25648389e-03
2213,2.92012500e-04,-3.76528320e-08,-1.28942535e-04
2214,2.91975000e-04,3.00738996e-07,1.03001626e-03
2215,2.91937500e-04,-4.12586436e-07,-1.41326974e-03
2216,2.91900000e-04,4.87626806e-07,1.67052691e-03
2217,2.91862500e-04,-1.56982445e-08,-5.37864388e-05
2218,2.91825000e-04,8.12067420e-07,2.78272054e-03
2219,2.91787500e-04,4.90024918e-07,1.67938969e-03
2220,2.91750000e-04,-8.71155379e-08,-2.98596531e-04
2221,2.91712500e-04,3.41330619e-07,1.17009254e-03
2222,2.91675000e-04,2.77074957e-07,9.49944139e-04
2223,2.91637500e-04,-1.53639538e-07,-5.26816813e-04
2224,2.91600000e-04,-4.96103961e-07,-1.70131674e-03
2225,2.91562500e-04,-2.90985142e-07,-9.98019779e-04
2226,2.91525000e-04,3.77550364e-07,1.29508743e-03
2227,2.91487500e-04,2.59519687e-07,8.90328700e-04
2228,2.91450000e-04,3.70439619e-07,1.27102288e-03
2229,2.91412500e-04,8.33733989e-08,2.86100970e-04
2230,2.91375000e-04,5.63630039e-07,1.93438023e-03
2231,2.91337500e-04,-7.66718346e-07,-2.63171870e-03
2232,2.91300000e-04,-2.56858933e-07,-8.81767708e-04
2233,2.91262500e-04,-8.35494186e-07,-2.86852645e-03
2234,2.91225000e-04,3.77928375e-07,1.29771955e-03
2235,2.91187500e-04,-1.52251295e-07,-5.22863430e-04
2236,2.91150000e-04,-3.49849667e-07,-1.20161315e-03
2237,2.91112500e-04,5.20872650e-07,1.78924866e-03
2238,2.91075000e-04,-4.44182949e-07,-1.52600859e-03
2239,2.91037500e-04,-4.12076744e-07,-1.41588883e-03
2240,2.91000000e-04,8.56904662e-07,2.94468956e-03
2241,2.90962500e-04,-3.36543847e-07,-1.15665712e-03
2242,2.90925000e-04,-5.93699230e-07,-2.04072950e-03
2243,2.90887500e-04,-8.03533510e-08,-2.76235146e-04
2244,2.90850000e-04,-4.29029461e-07,-1.47508840e-03
2245,2.90812500e-04,-5.74380332e-07,-1.97508818e-03
2246,2.90775000e-04,2.81910590e-07,9.69514537e-04
2247,2.90737500e-04,-1.13668430e-06,-3.90965836e-03
2248,2.90700000e-04,-5.09303090e-07,-1.75198861e-03
2249,2.90662500e-04,-8.28885929e-07,-2.85171265e-03
2250,2.90625000e-04,3.33846561e-07,1.14871935e-03
2251,2.90587500e-04,1.85969684e-07,6.39978265e-04
2252,2.90550000e-04,5.04376264e-07,1.73593620e-03
2253,2.90512500e-04,7.98901152e-07,2.74997169e-03
2254,2.90475000e-04,7.43235575e-07,2.55869034e-03
2255,2.90437500e-04,2.62422981e-07,9.03543727e-04
2256,2.90400000e-04,-1.79069600e-07,-6.16630854e-04
2257,2.90362500e-04,-3.22043903e-09,-1.10910983e-05
2258,2.90325000e-04,-6.96629332e-08,-2.39948104e-04
2259,2.90287500e-04,-5.16813581e-07,-1.78035079e-03
2260,2.90250000e-04,-1.76993997e-07,-6.09798439e-04
2261,2.90212500e-04,4.95538673e-07,1.70750286e-03
2262,2.90175000e-04,3.22757868e-07,1.11228696e-03
2263,2.90137500e-04,-8.36402761e-07,-2.88278062e-03
2264,2.90100000e-04,-1.53251298e-07,-5.28270591e-04
2265,2.90062500e-04,6.91679304e-07,2.38458713e-03
2266,2.90025000e-04,5.84178927e-08,2.01423645e-04
2267,2.89987500e-04,7.02343243e-07,2.42197765e-03
2268,2.89950000e-04,3.91615465e-07,1.35063102e-03
2269,2.89912500e-04,-4.24131321e-07,-1.46296321e-03
2270,2.89875000e-04,2.85355066e-07,9.84407299e-04
2271,2.89837500e-04,4.93584424e-07,1.70296951e-03
2272,2.89800000e-04,2.36409878e-08,8.15769076e-05
2273,2.89762500e-04,2.23824660e-07,7.72441776e-04
2274,2.89725000e-04,2.79168011e-07,9.63562038e-04
2275,2.89687500e-04,-1.11254210e-06,-3.84049054e-03
2276,2.89650000e-04,-3.38768807e-07,-1.16957986e-03
2277,2.89612500e-04,-2.34287590e-07,-8.08969192e-04
2278,2.89575000e-04,8.98390526e-07,3.10244505e-03
2279,2.89537500e-04,2.03752379e-07,7.03716716e-04
2280,2.89500000e-04,9.43505540e-09,3.25908650e-05
2281,2.89462500e-04,-3.64043059e-07,-1.25765189e-03
2282,2.89425000e-04,-3.91028125e-07,-1.35105166e-03
2283,2.89387500e-04,-8.35895614e-07,-2.88849938e-03
2284,2.89350000e-04,-1.56161656e-07,-5.39698139e-04
2285,2.89312500e-04,8.84215535e-07,3.05626454e-03
2286,2.89275000e-04,-1.67932365e-07,-5.80528441e-04
2287,2.89237500e-04,-3.00005377e-07,-1.03722850e-03
2288,2.89200000e-04,5.66736254e-07,1.95966893e-03
2289,2.89162500e-04,-1.96509774e-07,-6.79582497e-04
2290,2.89125000e-04,-6.03800707e-07,-2.08837253e-03
2291,2.89087500e-04,-6.98274566e-07,-2.41544365e-03
2292,2.89050000e-04,5.05283081e-07,1.74808193e-03
2293,2.89012500e-04,-3.51661872e-07,-1.21677046e-03
2294,2.88975000e-04,-3.70439567e-07,-1.28190870e-03
2295,2.88937500e-04,-4.36536952e-07,-1.51083522e-03
2296,2.88900000e-04,-9.40595474e-07,-3.25578219e-03
2297,2.88862500e-04,5.00270029e-07,1.73186215e-03
2298,2.88825000e-04,-5.39670640e-07,-1.86850390e-03
2299,2.88787500e-04,7.93422883e-07,2.74742807e-03
2300,2.88750000e-04,1.90569743e-07,6.59981794e-04
2301,2.88712500e-04,3.81629643e-07,1.32183277e-03
2302,2.88675000e-04,-5.91167821e-07,-2.04786636e-03
2303,2.88637500e-04,-1.16452973e-07,-4.03457532e-04
2304,2.88600000e-04,-3.05409896e-07,-1.05824635e-03
2305,2.88562500e-04,-1.96845116e-07,-6.82157648e-04
2306,2.88525000e-04,-4.46800768e-07,-1.54856864e-03
2307,2.88487500e-04,3.35108094e-07,1.16160352e-03
2308,2.88450000e-04,5.82293792e-07,2.01869923e-03
2309,2.88412500e-04,1.89158740e-07,6.55861796e-04
2310,2.88375000e-04,-1.56109277e-08,-5.41341228e-05
2311,2.88337500e-04,-4.97061805e-08,-1.72388886e-04
2312,2.88300000e-04,5.85945801e-07,2.03241693e-03
2313,2.88262500e-04,4.92358005e-07,1.70801962e-03
2314,2.88225000e-04,-8.28060607e-08,-2.87296594e-04
2315,2.88187500e-04,4.98049442e-07,1.72821320e-03
2316,2.88150000e-04,-3.94594413e-07,-1.36940626e-03
2317,2.88112500e-04,-5.48722727e-07,-1.90454328e-03
2318,2.88075000e-04,1.52032063e-07,5.27751674e-04
2319,2.88037500e-04,6.24098381e-07,2.16672614e-03
2320,2.88000000e-04,4.58351873e-07,1.59149956e-03
2321,2.87962500e-04,1.59268993e-07,5.53089352e-04
2322,2.87925000e-04,2.24814985e-07,7.80810924e-04
2323,2.87887500e-04,3.64822789e-07,1.26724081e-03
2324,2.87850000e-04,5.14372964e-07,1.78694794e-03
2325,2.87812500e-04,-5.62291690e-07,-1.95367362e-03
2326,2.87775000e-04,4.41389490e-07,1.53380068e-03
2327,2.87737500e-04,1.56250103e-07,5.43030028e-04
2328,2.87700000e-04,1.98822460e-07,6.91075635e-04
2329,2.87662500e-04,3.16730658e-07,1.10104952e-03
2330,2.87625000e-04,-3.09669918e-07,-1.07664465e-03
2331,2.87587500e-04,-8.40550216e-07,-2.92276339e-03
2332,2.87550000e-04,-6.03480796e-07,-2.09869865e-03
2333,2.87512500e-04,1.50168512e-06,5.22302549e-03
2334,2.87475000e-04,3.90830846e-07,1.35952986e-03
2335,2.87437500e-04,-2.53046927e-07,-8.80354604e-04
2336,2.87400000e-04,1.55047424e-08,5.39483033e-05
2337,2.87362500e-04,-3.01548146e-07,-1.04936499e-03
2338,2.87325000e-04,-4.84100395e-07,-1.68485302e-03
2339,2.87287500e-04,3.94666955e-07,1.37377002e-03
2340,2.87250000e-04,-1.67572148e-07,-5.83366921e-04
2341,2.87212500e-04,-7.52706322e-07,-2.62072968e-03
2342,2.87175000e-04,1.91996810e-07,6.68570765e-04
2343,2.87137500e-04,-2.98383037e-07,-1.03916429e-03
2344,2.87100000e-04,5.76277353e-07,2.00723564e-03
2345,2.87062500e-04,-2.06243026e-07,-7.18460357e-04
2346,2.87025000e-04,-2.82016588e-07,-9.82550607e-04
2347,2.86987500e-04,-1.64784640e-06,-5.74187517e-03
2348,2.86950000e-04,-9.31794620e-07,-3.24723687e-03
2349,2.86912500e-04,-2.08866500e-07,-7.27979785e-04
2350,2.86875000e-04,2.51186846e-07,8.75596847e-04
2351,2.86837500e-04,-3.66294913e-07,-1.27701194e-03
2352,2.86800000e-04,-6.66173190e-07,-2.32277960e-03
2353,2.86762500e-04,1.48318656e-06,5.17217753e-03
2354,2.86725000e-04,7.42186405e-07,2.58849561e-03
2355,2.86687500e-04,7.75690800e-08,2.70570151e-04
2356,2.86650000e-04,-3.66649987e-07,-1.27908595e-03
2357,2.86612500e-04,2.43809229e-07,8.50658045e-04
2358,2.86575000e-04,3.91976911e-07,1.36779870e-03
2359,2.86537500e-04,2.33161843e-07,8.13721913e-04
2360,2.86500000e-04,1.93569523e-07,6.75635334e-04
2361,2.86462500e-04,2.32310152e-07,8.10961827e-04
2362,2.86425000e-04,5.77513386e-07,2.01628135e-03
2363,2.86387500e-04,-6.00963950e-07,-2.09842940e-03
2364,2.86350000e-04,1.17512670e-07,4.10381246e-04
2365,2.86312500e-04,1.17068310e-06,4.08882986e-03
2366,2.86275000e-04,-3.56250448e-07,-1.24443436e-03
2367,2.86237500e-04,6.22539542e-07,2.17490560e-03
2368,2.86200000e-04,4.26727539e-07,1.49101167e-03
2369,2.86162500e-04,-5.23342909e-07,-1.82883120e-03
2370,2.86125000e-04,3.91634668e-07,1.36875375e-03
2371,2.86087500e-04,-4.43551064e-07,-1.55040351e-03
2372,2.86050000e-04,6.97795823e-07,2.43941906e-03
2373,2.86012500e-04,2.25762187e-07,7.89343778e-04
2374,2.85975000e-04,9.05156181e-08,3.16515843e-04
2375,2.85937500e-04,2.43816352e-07,8.52691069e-04
2376,2.85900000e-04,-2.22734513e-07,-7.79064405e-04
2377,2.85862500e-04,1.01119265e-06,3.53733929e-03
2378,2.85825000e-04,1.97997220e-07,6.92721839e-04
2379,2.85787500e-04,3.70623193e-07,1.29684886e-03
2380,2.85750000e-04,-4.54549594e-07,-1.59072474e-03
2381,2.85712500e-04,-1.67746689e-07,-5.87117079e-04
2382,2.85675000e-04,-2.55047279e-07,-8.92788236e-04
2383,2.85637500e-04,6.67620125e-07,2.33729858e-03
2384,2.85600000e-04,-5.29768400e-07,-1.85493137e-03
2385,2.85562500e-04,-3.89752195e-07,-1.36485776e-03
2386,2.85525000e-04,4.96483250e-07,1.73884336e-03
2387,2.85487500e-04,-1.15097339e-06,-4.03160696e-03
2388,2.85450000e-04,7.13444456e-07,2.49936751e-03
2389,2.85412500e-04,7.63309624e-08,2.67440853e-04
2390,2.85375000e-04,3.65769370e-07,1.28171483e-03
2391,2.85337500e-04,5.10434264e-07,1.78887901e-03
2392,2.85300000e-04,-2.99196010e-08,-1.04870666e-04
2393,2.85262500e-04,7.52142815e-07,2.63666908e-03
2394,2.85225000e-04,-3.84444805e-07,-1.34786504e-03
2395,2.85187500e-04,-3.82576562e-07,-1.34149134e-03
2396,2.85150000e-04,-2.39107942e-07,-8.38533903e-04
2397,2.85112500e-04,4.60249208e-07,1.61427229e-03
2398,2.85075000e-04,-4.75776764e-07,-1.66895296e-03
2399,2.85037500e-04,-6.29708023e-07,-2.20921115e-03
2400,2.85000000e-04,4.18165920e-07,1.46724884e-03
2401,2.84962500e-04,-3.85480634e-07,-1.35274162e-03
2402,2.84925000e-04,-9.12849529e-08,-3.20382392e-04
2403,2.84887500e-04,-7.82063672e-07,-2.74516668e-03
2404,2.84850000e-04,-1.02555124e-06,-3.60032029e-03
2405,2.84812500e-04,1.29466768e-07,4.54568418e-04
2406,2.84775000e-04,-4.51235101e-07,-1.58453200e-03
2407,2.84737500e-04,4.06185928e-07,1.42652769e-03
2408,2.84700000e-04,-5.97704595e-07,-2.09941902e-03
2409,2.84662500e-04,-7.69770972e-07,-2.70415306e-03
2410,2.84625000e-04,1.90852826e-07,6.70541330e-04
2411,2.84587500e-04,1.87361000e-07,6.58359905e-04
2412,2.84550000e-04,1.49749729e-07,5.26268595e-04
2413,2.84512500e-04,-9.40535481e-08,-3.30577912e-04
2414,2.84475000e-04,1.00183377e-06,3.52169355e-03
2415,2.84437500e-04,4.52731017e-07,1.59167134e-03
2416,2.84400000e-04,7.94987639e-07,2.79531519e-03
2417,2.84362500e-04,-2.42931898e-07,-8.54303567e-04
2418,2.84325000e-04,-4.21273377e-07,-1.48166140e-03
2419,2.84287500e-04,-8.80220557e-07,-3.09623377e-03
2420,2.84250000e-04,-5.53362369e-07,-1.94674536e-03
2421,2.84212500e-04,-8.50483333e-08,-2.99242057e-04
2422,2.84175000e-04,-2.03355293e-07,-7.15598816e-04
2423,2.84137500e-04,-7.10658281e-07,-2.50110697e-03
2424,2.84100000e-04,1.53047168e-07,5.38708792e-04
2425,2.84062500e-04,2.43116112e-07,8.55854300e-04
2426,2.84025000e-04,2.50479435e-07,8.81892209e-04
2427,2.83987500e-04,5.72346686e-07,2.01539394e-03
